,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,target_actual,fp
3863,3863,CHEMBL1762544,3.3,COCCOc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
915,915,CHEMBL2062564,3.44,CC(=O)Nc1ccc2cnn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,1,1,[0 0 0 ... 0 0 0]
4017,4017,CHEMBL1923433,0.02,Cc1[nH]c(C(=O)NC2CCN(CC2)c3ncc(s3)C(=O)O)c(Cl)c1Cl,1,1,[0 0 0 ... 0 0 0]
3659,3659,CHEMBL480057,3.4,COc1cc2ncc(C(=O)N)c(Nc3ccccc3C)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
335,335,CHEMBL1684,1.78,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
551,551,CHEMBL421583,2.24,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#N)c3ccc(C)cc3Br)cc1,1,1,[0 1 0 ... 0 0 0]
3047,3047,CHEMBL2036751,1.94,CCN1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1,1,[0 0 0 ... 0 0 0]
2114,2114,CHEMBL2036763,2.74,Clc1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)c1,1,1,[0 0 0 ... 0 0 0]
1716,1716,CHEMBL1631471,1.5,Nc1c(nnc2c(cccc12)c3ncccn3)C(=O)NC4CC4,1,1,[0 0 0 ... 0 0 0]
1942,1942,CHEMBL2349318,3.7,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13,1,1,[0 1 0 ... 0 0 0]
2574,2574,CHEMBL578723,1.0,COc1ccc2nc3ccccc3c(N)c2c1,1,1,[0 0 0 ... 0 0 0]
2029,2029,CHEMBL196707,-0.44,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c3ccc(cc3)S(=O)(=O)C,0,0,[0 0 0 ... 0 0 0]
718,718,CHEMBL126,0.67,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,1,1,[0 0 0 ... 0 0 0]
2686,2686,CHEMBL2208425,3.33,O[C@H](CNC(=O)c1cn2cc(F)ccc2n1)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 1 0 ... 0 0 0]
140,140,CHEMBL257600,3.67,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,1,1,[0 0 0 ... 0 0 0]
1880,1880,CHEMBL1507581,0.24,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,1,1,[0 0 0 ... 0 0 0]
1097,1097,CHEMBL12952,0.23,COc1ccc2cc(ccc2c1)C(C)C(=O)O,1,1,[0 1 0 ... 0 0 0]
1029,1029,CHEMBL403963,-0.4,C(=C\c1nn[nH]n1)/c2ccccc2,1,1,[0 0 0 ... 0 0 0]
3990,3990,CHEMBL2018953,2.27,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@H]5CCCCN5)c(Cl)c1,1,1,[0 0 0 ... 0 0 0]
583,583,CHEMBL1689124,1.02,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
1841,1841,CHEMBL539163,3.4,Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N,1,1,[0 0 0 ... 0 0 1]
91,91,CHEMBL143305,3.72,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1,1,1,[0 0 0 ... 1 0 0]
930,930,CHEMBL2325622,1.0,CN1CC(C1)n2nccc2c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5,1,1,[0 0 0 ... 0 0 0]
3093,3093,CHEMBL228739,3.5,COCCN1CCC(Cc2ccc(cc2)C(=O)NCc3cnc(nc3NCC(C)(C)C)C#N)CC1,1,1,[0 0 0 ... 0 0 0]
2619,2619,CHEMBL1762534,3.37,COc1cccc(n1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1,1,[0 0 0 ... 0 0 0]
1628,1628,CHEMBL2070943,2.4,FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,1,[0 0 1 ... 0 0 0]
102,102,CHEMBL1790041,-0.95,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,0,0,[0 0 0 ... 0 0 0]
1866,1866,CHEMBL2325705,2.4,CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,1,1,[0 0 1 ... 0 0 0]
2501,2501,CHEMBL101311,2.9,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,1,1,[0 1 0 ... 0 0 0]
1884,1884,CHEMBL2086673,3.3,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1,1,[0 0 0 ... 0 0 0]
3514,3514,CHEMBL467803,4.48,CN1C(=O)N(CC2CC2)c3nn(Cc4cn(C)c5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O,1,1,[0 0 0 ... 0 0 0]
3672,3672,CHEMBL524645,3.33,CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C,1,1,[0 1 0 ... 0 0 0]
1155,1155,CHEMBL902,-0.6,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,0,0,[0 0 0 ... 0 0 0]
2326,2326,CHEMBL2158466,3.27,CCCSc1nc(NC)ccc1C(=O)N[C@@H]2C3CC4CC2C[C@@](O)(C4)C3,1,1,[0 0 0 ... 0 0 0]
2144,2144,CHEMBL1478435,3.0,CC1(C)CC(=O)c2c(N)c3ccccc3nc2C1,1,1,[0 0 0 ... 0 0 0]
2233,2233,CHEMBL267936,-0.84,CNC1(C)C2CCC(C2)C1(C)C,0,0,[0 0 0 ... 0 0 0]
208,208,CHEMBL14690,1.13,Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1,1,1,[0 0 0 ... 0 0 0]
1193,1193,CHEMBL2010846,3.1,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,1,1,[0 0 0 ... 0 0 0]
724,724,CHEMBL1807817,2.54,O[C@@H](CNCCSCCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,1,1,[0 1 0 ... 0 1 0]
4042,4042,CHEMBL1223455,3.36,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccc(CO)c4,1,1,[0 0 0 ... 0 0 0]
19,19,CHEMBL2165055,0.32,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1,1,[0 0 0 ... 0 0 0]
1316,1316,CHEMBL1571558,1.1,Nc1[nH]ncc1S(=O)(=O)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
54,54,CHEMBL1934414,2.0,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1,1,[0 1 0 ... 0 0 0]
1859,1859,CHEMBL1783281,3.99,CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3OC,1,1,[0 0 0 ... 0 0 0]
2295,2295,CHEMBL271703,2.89,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)cnc13,1,1,[0 1 0 ... 0 0 0]
1088,1088,CHEMBL850,-0.15,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,1,1,[0 0 0 ... 0 0 0]
3103,3103,CHEMBL1778617,-0.16,OC(=O)COc1ccc(cc1c2ccccc2)c3nccs3,1,1,[0 0 0 ... 0 0 0]
3254,3254,CHEMBL244184,3.56,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4,1,1,[0 0 0 ... 0 0 0]
3471,3471,CHEMBL2164684,2.99,Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,1,[0 1 1 ... 0 0 0]
2313,2313,CHEMBL2088098,1.86,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1,1,[0 0 0 ... 0 0 0]
1537,1537,CHEMBL585367,2.47,Cc1ccc(Oc2ccnc(Nc3ccc(cc3)S(=O)(=O)N)c2)c(C)n1,1,1,[0 0 0 ... 0 0 0]
4048,4048,CHEMBL1607077,3.26,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3)cc2,1,1,[0 0 0 ... 0 0 0]
2981,2981,CHEMBL2349321,4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13,1,1,[0 1 0 ... 0 0 0]
750,750,CHEMBL2179666,-0.51,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,0,0,[0 0 0 ... 0 0 0]
2602,2602,CHEMBL1081913,3.0,CC(C)(C)OC(=O)N1CCC(CC1)OCc2onc(n2)c3ccncc3,1,1,[0 0 0 ... 0 0 0]
1126,1126,CHEMBL1835912,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,1,1,[0 0 0 ... 0 0 0]
2130,2130,CHEMBL2036779,2.1,CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,1,1,[0 0 0 ... 0 0 0]
2170,2170,CHEMBL1809061,2.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5,1,1,[0 0 0 ... 0 0 0]
3368,3368,CHEMBL1475,3.47,CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12,1,1,[0 0 0 ... 0 0 0]
2670,2670,CHEMBL1077979,1.64,COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2c1,1,1,[0 0 0 ... 0 1 0]
2037,2037,CHEMBL1459468,2.9,COc1ccccc1C(=O)Nc2nc3ccccc3[nH]2,1,1,[0 0 0 ... 0 0 0]
4068,4068,CHEMBL1201173,3.25,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14,1,1,[0 0 0 ... 0 0 0]
2482,2482,CHEMBL1414985,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2,1,1,[0 0 0 ... 0 0 0]
1568,1568,CHEMBL1736763,0.5,O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N,1,1,[0 0 0 ... 0 0 0]
2841,2841,CHEMBL2036778,1.6,CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,1,1,[0 0 0 ... 1 0 0]
2612,2612,CHEMBL401158,3.07,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O,1,1,[0 0 0 ... 0 0 0]
1345,1345,CHEMBL233227,1.99,Cc1cc(on1)c2ccc(cc2F)N3C[C@H](Cn4ccnn4)OC3=O,1,1,[0 0 0 ... 0 0 0]
2829,2829,CHEMBL233034,2.4,ONC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,1,1,[0 0 0 ... 0 1 0]
2760,2760,CHEMBL455651,3.31,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1F,1,1,[0 1 0 ... 0 0 0]
3865,3865,CHEMBL1963249,3.3,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1,1,1,[0 1 0 ... 0 0 1]
1146,1146,CHEMBL2349335,4.2,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,1,1,[0 1 0 ... 0 0 0]
2262,2262,CHEMBL2171020,3.51,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)C4=CNC(=O)c5ccccc45)cc1Cl,1,1,[0 0 0 ... 0 0 0]
3347,3347,CHEMBL486504,1.81,COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC,1,1,[0 0 0 ... 0 0 0]
2978,2978,CHEMBL234952,3.4,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,1,1,[0 1 0 ... 0 1 0]
38,38,CHEMBL1235773,2.55,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,1,1,[0 0 0 ... 0 0 0]
3900,3900,CHEMBL143181,2.98,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccccc2)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
2964,2964,CHEMBL334167,0.3,CN1SC(=O)c2cc(ccc12)S(=O)(=O)N,1,1,[0 0 0 ... 0 0 0]
1076,1076,CHEMBL2171023,1.73,OC(=O)c1ccccc1C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 0 0 ... 0 0 0]
3189,3189,CHEMBL402011,2.89,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N(C)C,1,1,[0 1 0 ... 0 1 0]
3744,3744,CHEMBL402146,3.31,Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2,1,1,[0 0 0 ... 0 0 0]
339,339,CHEMBL2029359,1.92,CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
1528,1528,CHEMBL2048863,1.89,N[C@H]1CCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O,1,1,[0 0 0 ... 0 0 0]
2363,2363,CHEMBL2030813,-0.48,OC(=O)[C@H](Cc1ccc(OCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,0,0,[0 1 0 ... 0 0 0]
2891,2891,CHEMBL107367,3.5,Cc1oc(nc1CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c4ccccc4)C(=O)O)cc2)c5ccccc5,1,1,[0 1 0 ... 0 0 0]
2207,2207,CHEMBL2158826,1.58,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,1,[0 0 0 ... 0 0 0]
293,293,CHEMBL474432,0.84,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
2366,2366,CHEMBL2069623,3.17,Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4,1,1,[0 0 0 ... 0 0 0]
1676,1676,CHEMBL2325997,2.7,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1,1,[0 1 1 ... 0 0 0]
3665,3665,CHEMBL1681799,3.3,CN1CCOc2cc(COc3ccccc3)cnc12,1,1,[0 0 0 ... 0 0 0]
763,763,CHEMBL1645501,1.41,CC(=O)c1ccc2NC(=CC(=O)c2c1)c3cccnc3,1,1,[0 0 0 ... 0 0 0]
2238,2238,CHEMBL404327,2.81,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cscn5)c3)c12)C(=O)N6CCOCC6,1,1,[0 1 0 ... 0 1 0]
978,978,CHEMBL1340633,1.8,COc1cc(ccc1Nc2ccccc2C(=O)O)c3ccc(Nc4ccccc4C(=O)O)c(OC)c3,1,1,[0 0 0 ... 0 0 0]
2697,2697,CHEMBL266094,1.53,Nc1ncnc2c1ncn2Cc3ccccc3,1,1,[0 0 0 ... 0 0 0]
3877,3877,CHEMBL1487890,2.27,COc1cc(cc(OC)c1OC)c2nnc(S)n2c3cccc(c3)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
2168,2168,CHEMBL2046684,3.64,Fc1ccc(cc1Cl)C(=O)Nc2ccc(Cl)nc2,1,1,[0 0 0 ... 0 0 0]
1661,1661,CHEMBL2036753,4.26,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(Cc4ccccc4)C3)CC2)cc1Cl,1,1,[0 0 0 ... 0 0 0]
2706,2706,CHEMBL206200,2.18,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,1,1,[0 0 0 ... 0 0 0]
2644,2644,CHEMBL1312599,4.38,Brc1oc(cc1)c2nc3cc(NS(=O)(=O)c4ccccc4)ccc3[nH]2,1,1,[0 0 0 ... 0 0 0]
811,811,CHEMBL420857,2.86,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2oc3ccccc3c2)c4sc(O)nc14,1,1,[0 0 0 ... 0 0 0]
479,479,CHEMBL440464,0.5,CN1CCCC1c2cccnc2,1,1,[0 0 0 ... 0 0 0]
4136,4136,CHEMBL153064,0.87,CC(=O)C1=Cc2ccc(O)cc2OC1=O,1,1,[0 0 0 ... 0 0 0]
974,974,CHEMBL1444,1.7,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,1,1,[0 1 0 ... 0 0 0]
1295,1295,CHEMBL93,2.05,CC(N(O)C(=O)N)c1cc2ccccc2s1,1,1,[0 1 0 ... 0 0 0]
726,726,CHEMBL1689129,1.1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3Cl,1,1,[0 0 0 ... 0 0 0]
1421,1421,CHEMBL2164742,0.11,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4,1,1,[0 0 0 ... 0 0 0]
3380,3380,CHEMBL479447,1.71,COc1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1NCCN(C)C)C(=O)N,1,1,[0 0 0 ... 0 0 0]
2791,2791,CHEMBL1464754,3.78,Clc1ccccc1N2CCN(CC2)C(=O)NC3CCCCC3,1,1,[0 0 1 ... 0 0 0]
3916,3916,CHEMBL715,2.19,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,1,1,[0 0 0 ... 0 0 0]
3106,3106,CHEMBL1456,2.26,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3,1,1,[0 0 0 ... 0 0 0]
1008,1008,CHEMBL1995326,2.63,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c6C(=O)c7ccccc7C(=O)c16)c8ccccc8,1,1,[0 1 0 ... 0 0 0]
3786,3786,CHEMBL1621884,1.55,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
1228,1228,CHEMBL1909282,-0.22,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2,1,1,[0 0 0 ... 0 0 0]
3592,3592,CHEMBL387675,-0.94,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(=O)O,0,0,[0 1 0 ... 0 0 0]
2456,2456,CHEMBL1287853,2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,1,1,[0 0 0 ... 0 0 0]
434,434,CHEMBL1164652,3.58,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2,1,1,[0 1 0 ... 0 0 0]
2885,2885,CHEMBL2078762,0.61,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccc(cc3)C#N,1,1,[0 0 0 ... 0 0 0]
2267,2267,CHEMBL2158779,2.6,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4Cl)CC2,1,1,[0 1 0 ... 0 0 0]
4121,4121,CHEMBL1807820,3.12,O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,1,1,[0 1 0 ... 0 0 0]
3501,3501,CHEMBL22,0.63,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1,1,[0 0 1 ... 0 0 0]
2320,2320,CHEMBL347645,0.3,NC(=O)Cc1ccccc1,1,1,[0 0 0 ... 0 0 0]
3160,3160,CHEMBL2335884,2.66,C(CN1CCCC1)Oc2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,1,1,[0 0 0 ... 0 0 0]
2113,2113,CHEMBL562308,1.79,OCCNCCNc1ccc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2n1,1,1,[0 0 0 ... 0 0 0]
2279,2279,CHEMBL1095,1.0,CCN1C(=O)NC(C1=O)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
2316,2316,CHEMBL101253,3.7,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,1,1,[0 0 0 ... 0 0 0]
3050,3050,CHEMBL206266,2.32,COc1cc2c(Nc3ncc(NC(=O)c4ccccc4)cn3)ncnc2cc1OCCCN5CCOCC5,1,1,[0 0 0 ... 0 0 0]
2529,2529,CHEMBL214637,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,1,1,[0 0 0 ... 0 0 0]
561,561,CHEMBL129529,1.93,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,1,1,[0 0 0 ... 0 0 0]
2648,2648,CHEMBL44245,3.0,CC(N1Cc2ccccc2C1=O)c3ccccc3,1,1,[0 1 0 ... 0 0 0]
205,205,CHEMBL2164680,3.5,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,1,1,[0 1 0 ... 0 0 0]
1682,1682,CHEMBL1778624,0.9,OC(=O)COc1ccc(cc1c2ccc(Cl)cc2)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
3503,3503,CHEMBL1944691,1.06,O[C@@H](CNCCc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,1,1,[0 1 0 ... 0 0 0]
1516,1516,CHEMBL1084327,1.18,OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1,1,[0 0 0 ... 0 0 0]
4003,4003,CHEMBL597424,2.84,O=C1NC(=O)C(Cc2cccc(Oc3ccccc3)c2)S1,1,1,[0 0 0 ... 0 0 0]
2395,2395,CHEMBL1773254,1.67,OC(=O)CCc1ccc(OCc2cccc(Br)c2)cc1,1,1,[0 0 0 ... 0 0 0]
658,658,CHEMBL1684984,1.2,CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(N)nc3)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
4076,4076,CHEMBL2011912,2.83,CNc1c(Br)cnc2[nH]c(nc12)c3ccnc(N)c3,1,1,[0 0 0 ... 0 0 0]
2291,2291,CHEMBL171951,-0.4,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,1,1,[0 0 0 ... 0 0 0]
2605,2605,CHEMBL1917459,-0.29,CCS(=O)(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O,1,1,[0 0 0 ... 0 0 0]
89,89,CHEMBL2178942,1.3,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2,1,1,[0 0 0 ... 0 0 0]
644,644,CHEMBL33,-0.35,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,1,1,[0 0 0 ... 1 0 0]
760,760,CHEMBL2321993,0.12,OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,1,1,[0 0 0 ... 0 0 0]
1050,1050,CHEMBL1529080,1.3,CN1SC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3,1,1,[0 0 0 ... 0 0 0]
2225,2225,CHEMBL1741132,1.35,OC1=NC(=O)CN1N=Cc2oc(cc2)c3ccc(cc3)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
823,823,CHEMBL456985,2.23,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,1,1,[0 1 0 ... 0 0 0]
1234,1234,CHEMBL181610,2.67,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2,1,1,[0 0 0 ... 0 0 0]
1893,1893,CHEMBL182731,4.0,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,1,1,[0 1 0 ... 0 0 0]
3043,3043,CHEMBL1411716,3.49,CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,1,1,[0 0 0 ... 0 0 0]
1520,1520,CHEMBL383322,1.69,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,1,1,[0 0 0 ... 0 0 0]
3359,3359,CHEMBL472151,2.7,CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,1,1,[0 1 0 ... 0 0 0]
3389,3389,CHEMBL1682814,2.4,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc12,1,1,[0 0 0 ... 0 0 0]
143,143,CHEMBL235191,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,1,1,[0 0 0 ... 0 0 0]
785,785,CHEMBL500,-0.12,CC(C)NCC(O)COc1cccc2[nH]ccc12,1,1,[0 1 1 ... 0 0 0]
2050,2050,CHEMBL1534781,2.79,COc1cnc(nc1N(C)c2ccccc2)c3ccccn3,1,1,[0 0 0 ... 0 0 0]
3415,3415,CHEMBL198750,4.1,O=C1C=C(Oc2c1cccc2c3cccc4c5CCCCc5sc34)N6CCOCC6,1,1,[0 0 0 ... 0 0 0]
1864,1864,CHEMBL205092,1.71,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1,1,[0 1 0 ... 0 0 0]
2156,2156,CHEMBL51483,2.75,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,1,1,[0 1 0 ... 0 0 0]
2667,2667,CHEMBL13589,1.4,Nc1ncnc(Nc2ccccc2)n1,1,1,[0 0 0 ... 0 0 0]
3130,3130,CHEMBL75435,-0.06,C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2,1,1,[0 1 0 ... 0 0 0]
