,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
70,70,CHEMBL2010834,2.8,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,1,[0 0 0 ... 0 0 0],52
566,566,CHEMBL2010838,1.9,CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
612,612,CHEMBL2010843,2.5,CN(C1CCN(Cc2nc3CCCCc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1,[0 0 0 ... 0 0 0],52
1052,1052,CHEMBL2010849,1.8,CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
1193,1193,CHEMBL2010846,3.1,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
1382,1382,CHEMBL2010835,2.9,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(NC(=O)C)cc3,1,[0 0 0 ... 0 0 0],52
1390,1390,CHEMBL2010852,2.1,CN([C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
1408,1408,CHEMBL2010844,3.3,CN([C@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
1513,1513,CHEMBL2010848,2.1,CN([C@@H]1CCN(Cc2ccc(cn2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
1969,1969,CHEMBL2010851,2.7,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
2371,2371,CHEMBL2010836,3.0,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
2466,2466,CHEMBL2010839,1.8,CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
2545,2545,CHEMBL2010832,2.7,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
2609,2609,CHEMBL549635,3.04,OCCCN(Cc1ccc(F)cc1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,1,[0 0 0 ... 0 0 0],52
2610,2610,CHEMBL2010841,2.1,CN(C1CCN(Cc2ccc(cc2)c3noc(C)n3)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1,[0 0 0 ... 0 0 0],52
2828,2828,CHEMBL2010842,2.85,CN(C1CCN(Cc2nc3cc(F)ccc3s2)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,1,[0 0 0 ... 0 0 0],52
2854,2854,CHEMBL2010847,3.0,CO[C@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0],52
3279,3279,CHEMBL2010853,2.2,CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
3508,3508,CHEMBL2010833,3.0,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(c(F)c3)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
3760,3760,CHEMBL2010831,2.5,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,1,[0 0 0 ... 0 0 0],52
896,896,CHEMBL1809062,3.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5,1,[0 0 0 ... 0 0 0],53
1605,1605,CHEMBL1809059,2.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6CN(CCO)CC(C5)O6,1,[0 0 0 ... 0 0 0],53
4122,4122,CHEMBL1809064,3.1,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCS(=O)(=O)C)CC5,1,[0 0 0 ... 0 0 0],53
386,386,CHEMBL1800660,2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 1 0 ... 0 0 0],54
1151,1151,CHEMBL1800657,2.23,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 0 0 ... 0 0 0],54
2406,2406,CHEMBL1800656,1.92,CCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 0 0 ... 0 0 0],54
2890,2890,CHEMBL1800472,1.21,CN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 1 0 ... 0 0 0],54
3089,3089,CHEMBL1800659,3.0,CCCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 0 0 ... 0 0 0],54
3625,3625,CHEMBL1800658,2.33,CC(C)N(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1,[0 1 0 ... 0 0 0],54
29,29,CHEMBL475386,1.14,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occn4,1,[0 0 0 ... 0 0 0],55
845,845,CHEMBL505521,1.85,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,1,[0 0 0 ... 0 0 0],55
1298,1298,CHEMBL515605,1.44,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4,1,[0 0 0 ... 0 0 0],55
1742,1742,CHEMBL503732,2.63,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cccs4,1,[0 0 0 ... 0 0 0],55
2143,2143,CHEMBL445496,1.73,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cc[nH]c4,1,[0 0 0 ... 0 0 0],55
3472,3472,CHEMBL475387,2.15,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccns4,1,[0 0 0 ... 0 0 0],55
3787,3787,CHEMBL474200,2.68,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccccc4,1,[0 0 0 ... 0 0 0],55
1,1,CHEMBL1951080,-1.18,COc1cc(OC)c(cc1NC(=O)CSCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,[0 0 0 ... 0 0 0],56
6,6,CHEMBL1951182,-0.72,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCCCC3,0,[0 0 1 ... 0 0 0],56
111,111,CHEMBL2207600,0.06,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,1,[0 0 0 ... 0 0 0],56
290,290,CHEMBL1951076,2.07,COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,1,[0 0 0 ... 0 0 0],56
807,807,CHEMBL1951081,2.82,COc1cc(OC)c(cc1NC(=O)CSc2ccncc2)S(=O)(=O)N3C(C)CCc4ccccc34,1,[0 0 0 ... 0 0 0],56
1153,1153,CHEMBL2207226,3.37,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35,1,[0 0 0 ... 0 0 0],56
1432,1432,CHEMBL2207603,-0.53,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2c3ccccc3Oc4ccccc24,0,[0 0 0 ... 0 0 0],56
1729,1729,CHEMBL2207607,-0.34,COc1cc(OC)c(cc1NC(=O)CCc2nn[nH]n2)S(=O)(=O)N3C(C)CCc4ccccc34,1,[0 0 0 ... 0 0 0],56
2409,2409,CHEMBL2207225,2.49,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3C(C)CCc4ccccc34,1,[0 0 0 ... 0 0 0],56
2608,2608,CHEMBL1951164,1.1,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N(C)c2ccccc2,1,[0 0 0 ... 0 0 0],56
2712,2712,CHEMBL1951074,-1.04,COc1cc(OC)c(cc1NC(=S)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,[0 0 0 ... 0 0 0],56
2785,2785,CHEMBL2207599,-0.8,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccccc2)c3ccccc3,0,[0 0 0 ... 0 0 0],56
2792,2792,CHEMBL1951072,1.95,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)Cc3ccccc23,1,[0 0 0 ... 0 0 0],56
2997,2997,CHEMBL1951165,1.6,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N(C(C)C)c2ccccc2,1,[0 1 0 ... 0 0 0],56
3095,3095,CHEMBL1951073,1.97,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,1,[0 0 0 ... 0 0 0],56
3175,3175,CHEMBL2207596,-0.27,COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,1,[0 0 0 ... 0 0 0],56
3679,3679,CHEMBL1951079,-0.87,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,[0 0 0 ... 0 0 0],56
3952,3952,CHEMBL2207606,-0.71,COc1cc(OC)c(cc1NC(=O)\C=C\C(=O)O)S(=O)(=O)N2c3ccccc3Oc4ccccc24,0,[0 0 0 ... 0 0 0],56
4030,4030,CHEMBL1951075,-1.02,COc1cc(OC)c(cc1NC(=O)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,[0 0 0 ... 0 0 0],56
4146,4146,CHEMBL1951181,1.03,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)NCc2ccccc2N3CCC(CO)CC3,1,[0 0 0 ... 0 0 0],56
16,16,CHEMBL2171986,1.6,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1,[0 0 0 ... 0 0 0],57
159,159,CHEMBL2070946,1.2,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,1,[0 0 1 ... 0 0 0],57
163,163,CHEMBL2070948,1.9,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
205,205,CHEMBL2164680,3.5,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,1,[0 1 0 ... 0 0 0],57
223,223,CHEMBL2164670,3.57,COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N,1,[0 1 0 ... 0 0 0],57
285,285,CHEMBL2171993,1.4,COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
427,427,CHEMBL2070947,1.49,CS(=O)(=O)c1ccc2nc(sc2c1)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
436,436,CHEMBL2164668,3.01,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4oc5ccccc5c4C3,1,[0 0 1 ... 0 0 0],57
461,461,CHEMBL2172001,1.93,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4,1,[0 0 1 ... 0 0 0],57
489,489,CHEMBL2164688,2.4,COc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
494,494,CHEMBL2164689,4.2,FC(F)(F)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
616,616,CHEMBL2164687,3.65,Clc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
667,667,CHEMBL2164677,2.77,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NCC#N,1,[0 1 0 ... 0 0 0],57
669,669,CHEMBL2171990,0.67,CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1,[0 0 0 ... 0 0 0],57
680,680,CHEMBL2171991,1.99,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4,1,[0 0 1 ... 0 0 0],57
682,682,CHEMBL2070940,2.1,CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
738,738,CHEMBL2163349,1.5,CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
754,754,CHEMBL2164685,3.2,Fc1cccc2[nH]c3CCN(Cc3c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
796,796,CHEMBL2164678,3.0,Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
829,829,CHEMBL2163583,2.99,Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
945,945,CHEMBL2071095,1.4,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,1,[0 0 1 ... 0 0 0],57
952,952,CHEMBL2164682,2.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3,1,[0 1 1 ... 0 0 0],57
983,983,CHEMBL2169908,2.67,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,1,[0 0 1 ... 0 0 0],57
1015,1015,CHEMBL2163586,3.75,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
1020,1020,CHEMBL2164675,-0.1,CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,1,[0 0 0 ... 0 0 0],57
1208,1208,CHEMBL2163582,3.59,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
1243,1243,CHEMBL2172003,3.49,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
1266,1266,CHEMBL2172000,2.7,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4,1,[0 0 1 ... 0 0 0],57
1338,1338,CHEMBL2070951,1.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4,1,[0 0 1 ... 0 0 0],57
1628,1628,CHEMBL2070943,2.4,FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
1634,1634,CHEMBL2070936,2.12,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
1640,1640,CHEMBL2164674,1.91,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCc3ccccc3C2,1,[0 0 0 ... 0 0 0],57
1737,1737,CHEMBL2163591,1.7,CS(=O)(=O)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
1890,1890,CHEMBL2171999,2.8,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C,1,[0 0 1 ... 0 0 0],57
1950,1950,CHEMBL2071098,2.4,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
1957,1957,CHEMBL2163360,2.13,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,1,[0 0 1 ... 0 0 0],57
1982,1982,CHEMBL2171984,1.92,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1,[0 0 0 ... 0 0 0],57
2108,2108,CHEMBL2163584,3.12,Brc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
2128,2128,CHEMBL2070950,1.6,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4,1,[0 0 1 ... 0 0 0],57
2150,2150,CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
2341,2341,CHEMBL2071097,1.42,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,1,[0 0 1 ... 0 0 0],57
2389,2389,CHEMBL2172007,2.35,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4,1,[0 0 1 ... 0 0 0],57
2422,2422,CHEMBL2164672,0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,1,[0 0 1 ... 0 0 0],57
2443,2443,CHEMBL2171992,1.74,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
2445,2445,CHEMBL2164690,4.1,CC(C)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
2497,2497,CHEMBL2070938,1.3,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,1,[0 0 1 ... 0 0 0],57
2764,2764,CHEMBL2164683,3.03,Fc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
2877,2877,CHEMBL2172002,2.3,COc1ccc(nc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
3258,3258,CHEMBL2171989,1.79,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,1,[0 0 0 ... 0 0 0],57
3403,3403,CHEMBL2163581,1.5,CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
3471,3471,CHEMBL2164684,2.99,Fc1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 1 1 ... 0 0 0],57
3509,3509,CHEMBL2163590,3.1,CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
3569,3569,CHEMBL2164673,0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCC=CC2,1,[0 0 0 ... 0 0 0],57
3628,3628,CHEMBL2164679,3.1,C[C@@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,1,[0 1 0 ... 0 0 0],57
3682,3682,CHEMBL2069324,3.5,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,1,[0 0 1 ... 0 0 0],57
3849,3849,CHEMBL2163589,4.01,FC(F)(F)Oc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0],57
3858,3858,CHEMBL2070944,2.87,Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,[0 0 1 ... 0 0 0],57
4009,4009,CHEMBL2164676,1.75,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccccc3,1,[0 0 0 ... 0 0 0],57
835,835,CHEMBL1809191,2.82,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,1,[0 0 0 ... 0 0 0],58
1013,1013,CHEMBL73243,3.41,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,[0 0 0 ... 0 0 0],58
1058,1058,CHEMBL485618,2.44,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)NCCOC)n2,1,[0 0 0 ... 0 0 0],58
1160,1160,CHEMBL70824,2.16,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,[0 0 0 ... 0 0 0],58
1480,1480,CHEMBL457016,2.8,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1,[0 0 0 ... 0 0 0],58
1738,1738,CHEMBL515515,1.4,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1,[0 0 0 ... 0 0 0],58
2274,2274,CHEMBL71044,1.9,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,[0 0 0 ... 0 0 0],58
2402,2402,CHEMBL1084863,2.86,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1,1,[0 0 0 ... 0 0 0],58
2446,2446,CHEMBL73189,2.7,Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3,1,[0 0 0 ... 0 0 0],58
2629,2629,CHEMBL484738,1.6,Cc1ncc(c2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)n1C,1,[0 0 0 ... 0 0 0],58
3678,3678,CHEMBL73303,2.7,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,[0 0 0 ... 0 0 0],58
3785,3785,CHEMBL72548,2.7,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,[0 0 0 ... 0 0 0],58
3896,3896,CHEMBL520003,2.8,CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1,[0 0 0 ... 0 0 0],58
215,215,CHEMBL1165028,3.3,O=C(NCCSCc1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],59
1278,1278,CHEMBL1727809,3.8,O=C(NCCCCc1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],59
97,97,CHEMBL381098,4.49,CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,1,[0 1 0 ... 0 0 0],60
158,158,CHEMBL205245,1.61,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,1,[0 1 0 ... 0 0 0],60
204,204,CHEMBL204476,1.98,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cccc4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
217,217,CHEMBL205807,2.35,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
321,321,CHEMBL387125,2.23,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,1,[0 1 0 ... 0 0 0],60
417,417,CHEMBL208487,2.74,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4,1,[0 1 0 ... 0 0 0],60
492,492,CHEMBL208330,2.9,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N(C)C,1,[0 1 0 ... 0 0 0],60
564,564,CHEMBL439871,3.18,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC(C)(O)C4,1,[0 1 0 ... 0 0 0],60
580,580,CHEMBL426851,1.61,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
694,694,CHEMBL380673,3.46,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,1,[0 1 0 ... 0 0 0],60
790,790,CHEMBL205465,4.07,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCCC4,1,[0 1 1 ... 0 0 0],60
816,816,CHEMBL219861,2.14,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5,1,[0 1 0 ... 0 0 0],60
893,893,CHEMBL384536,2.04,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5,1,[0 1 0 ... 0 0 0],60
1037,1037,CHEMBL219098,2.87,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0],60
